EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,retirementType,resignationReason,Attrition
2750,2015,45,Travel_Rarely,Research & Development,1,2,Medical,1,Divorced,70830,2,12,1,25,5,1,0,0,2,1,3,3,Not Applicable,Not Applicable,0
2751,2015,35,Travel_Frequently,Human Resources,9,3,Other,2,Married,40840,4,13,1,5,3,3,1,2,2,1,2,3,Not Applicable,Not Applicable,0
2752,2015,36,Travel_Rarely,Sales,7,2,Life Sciences,4,Married,144110,0,18,3,2,2,1,0,0,4,3,2,4,Resignation,Salary,1
2753,2015,59,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Single,23080,7,19,1,20,4,4,1,3,1,3,2,2,Not Applicable,Not Applicable,0
2754,2015,29,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Married,48410,0,11,0,6,3,5,0,4,3,2,3,3,Not Applicable,Not Applicable,0
2755,2015,31,Travel_Rarely,Research & Development,3,2,Medical,3,Single,42850,1,21,1,1,2,1,1,0,3,2,3,1,Not Applicable,Not Applicable,0
2756,2015,32,Travel_Rarely,Sales,3,4,Life Sciences,2,Married,97150,1,15,1,10,1,10,0,9,2,2,3,2,Not Applicable,Not Applicable,0
2757,2015,36,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,43200,3,17,0,5,2,1,0,0,2,4,3,3,Not Applicable,Not Applicable,0
2758,2015,31,Travel_Rarely,Research & Development,27,3,Medical,2,Single,21320,1,18,0,11,3,11,1,8,3,4,3,3,Not Applicable,Not Applicable,0
2759,2015,35,Travel_Rarely,Research & Development,2,4,Medical,2,Single,101240,0,14,1,16,2,15,2,8,3,1,3,4,Not Applicable,Not Applicable,0
2760,2015,45,Travel_Rarely,Human Resources,14,3,Human Resources,1,Married,54730,4,13,0,17,3,0,0,0,4,1,4,1,Not Applicable,Not Applicable,0
2761,2015,37,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Single,52070,4,17,3,16,3,5,0,2,1,3,4,3,Not Applicable,Not Applicable,0
2762,2015,46,Travel_Rarely,Research & Development,9,3,Medical,3,Divorced,164370,8,15,1,16,0,4,0,2,2,2,3,3,Not Applicable,Not Applicable,0
2763,2015,30,Travel_Rarely,Sales,18,3,Life Sciences,4,Married,22960,1,18,1,10,2,10,3,0,4,4,2,3,Not Applicable,Not Applicable,0
2764,2015,35,Travel_Rarely,Research & Development,20,4,Life Sciences,3,Single,40690,1,13,0,6,5,6,0,4,2,3,3,3,Not Applicable,Not Applicable,0
2765,2015,55,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,74410,3,12,1,24,4,1,1,0,1,4,3,3,Not Applicable,Not Applicable,0
2766,2015,38,Non-Travel,Sales,11,1,Marketing,2,Divorced,24300,7,13,2,17,2,13,1,9,2,4,3,4,Not Applicable,Not Applicable,0
2767,2015,34,Travel_Rarely,Research & Development,8,2,Medical,1,Married,58780,1,14,0,5,1,5,1,3,1,2,3,3,Not Applicable,Not Applicable,0
2768,2015,56,Travel_Rarely,Human Resources,2,1,Medical,2,Single,26440,4,11,1,37,2,6,0,2,4,4,2,3,Not Applicable,Not Applicable,0
2769,2015,23,Travel_Rarely,Research & Development,10,3,Medical,2,Divorced,64390,3,22,3,3,2,0,0,0,3,1,3,3,Not Applicable,Not Applicable,0
2770,2015,51,Travel_Rarely,Research & Development,29,4,Life Sciences,5,Married,24510,3,17,0,10,2,4,0,3,4,4,3,2,Not Applicable,Not Applicable,0
2771,2015,30,Travel_Rarely,Sales,8,2,Technical Degree,1,Married,63920,1,21,1,11,2,11,10,8,3,4,3,4,Not Applicable,Not Applicable,0
2772,2015,46,Travel_Rarely,Sales,1,2,Medical,2,Single,97140,1,22,0,9,0,9,4,7,3,4,3,3,Resignation,Others,1
2773,2015,40,Travel_Frequently,Research & Development,6,3,Medical,1,Married,60770,1,16,2,22,2,22,11,11,3,2,2,2,Not Applicable,Not Applicable,0
2774,2015,51,Travel_Rarely,Research & Development,8,4,Life Sciences,5,Single,24500,0,12,1,11,2,10,1,0,3,4,1,3,Not Applicable,Not Applicable,0
2775,2015,30,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Divorced,92500,1,12,3,11,0,11,2,7,3,2,2,3,Not Applicable,Not Applicable,0
2776,2015,46,Travel_Frequently,Research & Development,12,1,Medical,1,Married,20740,2,15,1,21,3,10,9,5,3,1,2,3,Not Applicable,Not Applicable,0
2777,2015,32,Travel_Rarely,Sales,15,3,Marketing,1,Single,101690,1,14,0,12,6,11,5,7,2,3,3,2,Not Applicable,Not Applicable,0
2778,2015,54,Travel_Rarely,Research & Development,25,1,Medical,1,Married,48550,9,25,1,16,2,4,0,3,1,3,1,2,Not Applicable,Not Applicable,0
2779,2015,24,Travel_Rarely,Sales,6,2,Marketing,2,Married,40870,0,20,3,4,1,3,0,2,1,3,2,3,Not Applicable,Not Applicable,0
2780,2015,28,Non-Travel,Sales,9,4,Medical,2,Married,23670,1,13,0,5,2,5,0,4,2,3,4,2,Not Applicable,Not Applicable,0
2781,2015,58,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Single,29720,0,14,0,38,2,37,1,8,4,3,2,4,Not Applicable,Not Applicable,0
2782,2015,44,Non-Travel,Research & Development,23,2,Medical,1,Married,195860,4,16,0,17,3,3,1,2,2,2,4,2,Not Applicable,Not Applicable,0
2783,2015,37,Travel_Rarely,Human Resources,9,3,Human Resources,2,Divorced,54840,4,17,0,7,4,3,0,2,3,1,3,3,Resignation,Stress,1
2784,2015,32,Travel_Rarely,Human Resources,12,2,Human Resources,1,Single,20610,1,15,1,1,2,1,0,0,4,1,3,2,Not Applicable,Not Applicable,0
2785,2015,20,Travel_Frequently,Sales,4,4,Life Sciences,2,Single,99240,1,22,0,1,3,1,1,0,4,4,3,3,Resignation,Others,1
2786,2015,34,Travel_Rarely,Research & Development,1,4,Other,4,Single,41980,1,22,1,16,2,16,2,10,1,3,3,2,Not Applicable,Not Applicable,0
2787,2015,37,Non-Travel,Sales,24,2,Life Sciences,1,Divorced,68150,5,20,1,17,3,1,0,0,3,4,4,3,Not Applicable,Not Applicable,0
2788,2015,59,Non-Travel,Research & Development,12,2,Life Sciences,2,Married,47230,9,14,0,30,0,3,2,2,3,4,3,3,Not Applicable,Not Applicable,0
2789,2015,50,Travel_Frequently,Research & Development,3,4,Medical,4,Married,61420,3,13,2,28,3,8,0,7,1,2,2,2,Not Applicable,Not Applicable,0
2790,2015,25,Travel_Rarely,Sales,10,1,Marketing,2,Single,82370,1,13,0,6,6,6,0,3,3,3,3,2,Fired,Not Applicable,1
2791,2015,25,Travel_Rarely,Research & Development,26,3,Technical Degree,1,Married,88530,1,22,1,2,3,2,2,1,4,4,3,3,Not Applicable,Not Applicable,0
2792,2015,22,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Single,193310,1,12,1,1,2,0,0,0,2,4,3,3,Not Applicable,Not Applicable,0
2793,2015,51,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Single,20730,3,14,1,23,4,13,12,8,1,1,2,3,Not Applicable,Not Applicable,0
2794,2015,34,Travel_Frequently,Human Resources,4,4,Life Sciences,5,Single,55620,1,15,0,9,3,9,0,6,1,3,3,3,Resignation,Salary,1
2795,2015,54,Non-Travel,Research & Development,9,3,Life Sciences,1,Single,196130,2,17,0,23,5,5,4,4,4,4,3,3,Not Applicable,Not Applicable,0
2796,2015,24,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Married,34070,0,13,1,6,4,5,1,2,2,3,3,3,Not Applicable,Not Applicable,0
2797,2015,34,Travel_Rarely,Sales,4,3,Marketing,2,Divorced,50630,6,12,1,12,2,1,0,0,3,2,3,3,Not Applicable,Not Applicable,0
2798,2015,37,Travel_Rarely,Sales,6,1,Technical Degree,1,Single,46390,2,12,2,12,3,5,1,3,3,4,3,3,Not Applicable,Not Applicable,0
2799,2015,34,Travel_Rarely,Sales,9,2,Medical,2,Single,48760,2,21,1,14,3,11,5,8,3,1,3,3,Not Applicable,Not Applicable,0
2800,2015,36,Travel_Frequently,Human Resources,7,3,Medical,1,Married,26900,0,11,0,10,1,9,2,8,2,4,3,3,Not Applicable,Not Applicable,0
2801,2015,36,Travel_Rarely,Research & Development,1,3,Medical,2,Divorced,175670,5,13,0,7,6,1,0,0,1,4,3,3,Not Applicable,Not Applicable,0
2802,2015,43,Travel_Frequently,Research & Development,3,4,Life Sciences,1,Married,24080,1,12,1,25,3,25,4,12,3,4,4,3,Not Applicable,Not Applicable,0
2803,2015,30,Travel_Frequently,Research & Development,10,3,Life Sciences,3,Divorced,28140,1,24,0,10,2,10,0,9,1,3,2,3,Not Applicable,Not Applicable,0
2804,2015,33,Non-Travel,Sales,7,3,Life Sciences,2,Married,112450,0,21,0,8,3,7,0,7,3,2,4,3,Not Applicable,Not Applicable,0
2805,2015,56,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Married,33120,9,19,0,7,1,5,4,3,2,2,3,1,Resignation,Others,1
2806,2015,51,Travel_Rarely,Research & Development,3,2,Other,2,Single,190490,7,14,1,23,2,20,15,15,1,3,3,3,Not Applicable,Not Applicable,0
2807,2015,31,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Married,21410,4,20,0,12,2,7,7,7,2,3,2,3,Resignation,Others,1
2808,2015,26,Travel_Rarely,Sales,17,3,Medical,2,Married,57690,1,19,0,5,4,5,4,3,3,2,2,2,Not Applicable,Not Applicable,0
2809,2015,58,Travel_Rarely,Sales,2,2,Medical,1,Married,43850,1,13,1,40,2,40,15,6,4,4,2,2,Fired,Not Applicable,1
2810,2015,19,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Single,53320,1,23,1,0,2,0,0,0,4,3,2,3,Resignation,Stress,1
2811,2015,22,Travel_Rarely,Sales,29,4,Technical Degree,1,Married,46630,0,13,1,3,1,2,2,1,3,4,3,3,Not Applicable,Not Applicable,0
2812,2015,49,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Married,47240,1,11,1,16,3,15,5,11,3,1,2,2,Not Applicable,Not Applicable,0
2813,2015,43,Travel_Frequently,Sales,2,2,Life Sciences,1,Single,32110,4,13,0,18,2,3,1,2,2,3,3,4,Not Applicable,Not Applicable,0
2814,2015,50,Travel_Frequently,Research & Development,19,4,Life Sciences,2,Single,53770,4,14,1,16,3,2,2,1,3,4,3,4,Not Applicable,Not Applicable,0
2815,2015,31,Travel_Rarely,Research & Development,15,1,Medical,2,Married,40660,3,22,0,4,2,2,2,2,2,3,3,2,Resignation,Others,1
2816,2015,41,Travel_Rarely,Research & Development,17,2,Other,1,Divorced,52080,3,11,3,12,2,9,0,7,3,3,3,1,Not Applicable,Not Applicable,0
2817,2015,26,Travel_Rarely,Research & Development,17,4,Life Sciences,2,Married,48770,1,13,1,8,5,8,5,7,3,3,3,4,Not Applicable,Not Applicable,0
2818,2015,36,Travel_Rarely,Human Resources,25,1,Human Resources,2,Divorced,31170,6,21,1,7,2,3,0,1,2,2,3,4,Not Applicable,Not Applicable,0
2819,2015,51,Travel_Frequently,Research & Development,6,3,Life Sciences,1,Single,15690,2,11,0,18,2,4,0,3,1,4,3,4,Fired,Not Applicable,1
2820,2015,39,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Married,196580,4,13,1,17,3,15,5,9,4,3,4,4,Not Applicable,Not Applicable,0
2821,2015,25,Travel_Rarely,Sales,29,1,Medical,3,Married,30690,2,14,1,6,3,2,2,2,1,3,3,2,Not Applicable,Not Applicable,0
2822,2015,30,Travel_Rarely,Research & Development,21,1,Medical,2,Married,104350,0,11,0,12,5,11,4,7,3,4,1,3,Not Applicable,Not Applicable,0
2823,2015,32,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Single,41480,7,15,0,10,0,5,0,4,1,1,4,2,Resignation,Others,1
2824,2015,45,Travel_Rarely,Research & Development,2,1,Technical Degree,2,Single,57680,5,23,1,9,4,6,0,3,3,4,2,3,Not Applicable,Not Applicable,0
2825,2015,38,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Single,50420,3,16,1,19,4,3,2,2,4,3,3,3,Not Applicable,Not Applicable,0
2826,2015,30,Travel_Rarely,Sales,13,3,Marketing,2,Single,57700,1,16,1,5,2,5,0,4,1,3,2,4,Not Applicable,Not Applicable,0
2827,2015,32,Travel_Frequently,Sales,2,3,Marketing,3,Divorced,77560,0,21,0,9,3,8,0,7,4,4,4,3,Not Applicable,Not Applicable,0
2828,2015,30,Travel_Rarely,Research & Development,1,3,Medical,3,Divorced,103060,5,13,0,8,5,3,2,2,4,1,3,3,Not Applicable,Not Applicable,0
2829,2015,30,Travel_Rarely,Sales,9,3,Medical,2,Single,39360,0,11,1,6,3,5,1,2,2,4,3,3,Not Applicable,Not Applicable,0
2830,2015,41,Travel_Frequently,Sales,10,2,Medical,3,Divorced,79450,4,12,1,21,6,7,7,7,4,1,2,2,Not Applicable,Not Applicable,0
2831,2015,41,Travel_Rarely,Research & Development,10,4,Medical,4,Married,57430,2,12,3,7,2,5,1,4,3,1,3,4,Not Applicable,Not Applicable,0
2832,2015,19,Travel_Rarely,Research & Development,1,3,Other,5,Single,152020,1,18,3,1,2,1,0,0,2,2,3,2,Not Applicable,Not Applicable,0
2833,2015,40,Travel_Frequently,Research & Development,26,4,Medical,2,Divorced,54400,1,12,1,20,2,20,2,13,2,2,3,3,Not Applicable,Not Applicable,0
2834,2015,35,Travel_Rarely,Sales,8,1,Marketing,3,Married,37600,1,14,3,10,2,10,0,6,3,2,3,3,Not Applicable,Not Applicable,0
2835,2015,53,Travel_Rarely,Sales,14,2,Life Sciences,5,Married,35170,2,12,1,13,1,7,4,5,2,3,1,2,Not Applicable,Not Applicable,0
2836,2015,45,Travel_Rarely,Sales,1,4,Technical Degree,1,Divorced,25800,8,17,3,20,3,17,0,15,2,2,1,3,Not Applicable,Not Applicable,0
2837,2015,32,Travel_Frequently,Sales,2,2,Life Sciences,1,Single,21660,1,19,1,9,4,9,3,7,2,4,3,1,Not Applicable,Not Applicable,0
2838,2015,29,Non-Travel,Research & Development,10,4,Technical Degree,3,Married,58690,1,11,1,10,6,10,0,9,4,3,3,4,Not Applicable,Not Applicable,0
2839,2015,51,Travel_Rarely,Research & Development,1,3,Other,3,Married,80080,2,15,1,10,4,1,0,0,2,3,3,3,Not Applicable,Not Applicable,0
2840,2015,58,Travel_Rarely,Sales,3,3,Marketing,1,Married,52060,4,11,3,9,4,1,0,0,2,2,2,1,Not Applicable,Not Applicable,0
2841,2015,40,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Married,52950,7,18,0,15,4,12,2,11,3,4,2,3,Not Applicable,Not Applicable,0
2842,2015,34,Travel_Frequently,Sales,24,4,Marketing,2,Married,164130,6,16,0,6,1,4,1,2,3,3,3,3,Not Applicable,Not Applicable,0
2843,2015,22,Travel_Rarely,Research & Development,3,3,Medical,1,Married,132690,1,25,1,2,2,2,2,2,3,4,3,3,Not Applicable,Not Applicable,0
2844,2015,27,Non-Travel,Research & Development,3,3,Medical,1,Divorced,27830,6,16,1,6,2,2,2,2,4,2,1,4,Not Applicable,Not Applicable,0
2845,2015,28,Travel_Rarely,Sales,4,4,Life Sciences,2,Married,54330,1,13,1,5,4,5,0,2,3,4,1,2,Not Applicable,Not Applicable,0
2846,2015,57,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Divorced,20130,3,14,1,12,5,5,1,4,3,4,1,3,Not Applicable,Not Applicable,0
2847,2015,27,Non-Travel,Research & Development,2,3,Life Sciences,1,Divorced,139660,1,19,0,1,1,1,0,1,3,3,2,3,Not Applicable,Not Applicable,0
2848,2015,50,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Single,43740,3,15,1,21,5,5,4,4,3,2,3,4,Not Applicable,Not Applicable,0
2849,2015,41,Travel_Rarely,Sales,7,4,Marketing,4,Divorced,68420,4,12,1,13,3,9,1,8,1,3,3,3,Not Applicable,Not Applicable,0
2850,2015,30,Travel_Rarely,Human Resources,1,4,Human Resources,1,Married,174260,2,12,1,12,0,10,7,4,2,4,3,2,Not Applicable,Not Applicable,0
2851,2015,38,Travel_Rarely,Sales,1,1,Medical,2,Single,176030,4,16,0,12,0,8,0,7,1,4,4,2,Not Applicable,Not Applicable,0
2852,2015,32,Travel_Rarely,Research & Development,20,3,Medical,1,Single,45810,3,14,1,8,3,5,1,4,3,3,3,3,Not Applicable,Not Applicable,0
2853,2015,27,Travel_Rarely,Research & Development,5,4,Medical,2,Married,47350,0,13,0,6,2,5,1,1,3,2,2,3,Not Applicable,Not Applicable,0
2854,2015,19,Travel_Frequently,Research & Development,10,2,Life Sciences,2,Single,41870,0,22,1,1,4,0,0,0,3,1,4,3,Resignation,Stress,1
2855,2015,36,Travel_Frequently,Sales,25,3,Marketing,2,Single,55050,4,21,2,13,3,8,7,2,4,2,2,3,Not Applicable,Not Applicable,0
2856,2015,30,Non-Travel,Sales,1,3,Medical,1,Divorced,54700,1,18,1,12,2,12,6,10,3,1,3,3,Not Applicable,Not Applicable,0
2857,2015,45,Travel_Rarely,Research & Development,24,2,Medical,2,Divorced,54760,4,13,1,9,3,5,0,3,3,1,4,3,Not Applicable,Not Applicable,0
2858,2015,56,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Divorced,25870,4,12,0,19,2,2,2,2,3,1,3,2,Not Applicable,Not Applicable,0
2859,2015,33,Travel_Rarely,Research & Development,2,2,Medical,1,Single,24400,0,18,3,4,4,3,0,2,3,4,4,3,Not Applicable,Not Applicable,0
2860,2015,19,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Single,159720,1,21,0,1,2,1,1,0,2,4,2,3,Resignation,Salary,1
2861,2015,46,Travel_Rarely,Research & Development,10,3,Technical Degree,2,Divorced,153790,1,12,0,24,1,24,15,7,2,1,3,1,Not Applicable,Not Applicable,0
2862,2015,38,Travel_Rarely,Sales,4,4,Life Sciences,1,Single,70820,1,14,0,2,3,2,2,1,3,4,3,4,Not Applicable,Not Applicable,0
2863,2015,31,Travel_Rarely,Sales,2,5,Life Sciences,2,Married,27280,8,11,0,7,3,4,0,2,3,4,3,4,Not Applicable,Not Applicable,0
2864,2015,34,Travel_Rarely,Sales,9,3,Marketing,2,Single,53680,2,14,1,9,2,3,1,2,4,2,3,3,Not Applicable,Not Applicable,0
2865,2015,41,Travel_Rarely,Research & Development,18,4,Life Sciences,5,Single,53470,1,24,1,4,1,4,0,2,2,2,2,3,Resignation,Salary,1
2866,2015,50,Travel_Rarely,Sales,19,4,Marketing,3,Married,31950,2,11,0,5,4,3,0,2,3,3,2,2,Not Applicable,Not Applicable,0
2867,2015,53,Travel_Rarely,Sales,1,2,Life Sciences,1,Divorced,39890,1,13,0,5,2,4,1,3,4,1,3,3,Not Applicable,Not Applicable,0
2868,2015,33,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Married,33060,1,11,3,8,6,8,1,6,4,2,3,1,Not Applicable,Not Applicable,0
2869,2015,40,Travel_Rarely,Research & Development,11,3,Life Sciences,2,Married,70050,1,20,2,21,2,20,9,9,4,3,3,3,Not Applicable,Not Applicable,0
2870,2015,55,Travel_Rarely,Research & Development,6,1,Life Sciences,2,Single,26550,8,17,0,36,0,24,2,15,3,2,3,2,Not Applicable,Not Applicable,0
2871,2015,34,Travel_Frequently,Human Resources,7,4,Other,1,Married,13930,1,11,2,10,4,10,1,9,4,3,2,4,Not Applicable,Not Applicable,0
2872,2015,51,Travel_Rarely,Human Resources,4,2,Human Resources,2,Single,25700,3,18,0,21,2,7,1,0,4,2,3,3,Not Applicable,Not Applicable,0
2873,2015,52,Travel_Rarely,Research & Development,2,4,Medical,2,Married,35370,0,11,1,34,3,33,11,9,3,3,3,3,Not Applicable,Not Applicable,0
2874,2015,27,Travel_Rarely,Sales,15,3,Marketing,1,Single,39860,1,12,2,7,3,7,0,3,4,2,2,3,Not Applicable,Not Applicable,0
2875,2015,35,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Married,108830,3,12,0,8,3,1,0,1,2,3,3,4,Resignation,Others,1
2876,2015,43,Non-Travel,Research & Development,6,2,Medical,1,Divorced,20280,4,20,1,7,2,5,2,2,4,3,4,2,Not Applicable,Not Applicable,0
2877,2015,45,Non-Travel,Research & Development,9,2,Medical,1,Married,95250,9,19,0,22,3,20,11,8,1,4,3,3,Not Applicable,Not Applicable,0
2878,2015,37,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Married,29290,1,12,0,8,2,8,1,7,2,1,2,1,Not Applicable,Not Applicable,0
2879,2015,35,Travel_Frequently,Research & Development,1,3,Other,2,Single,22750,5,13,0,10,2,6,1,2,2,2,3,4,Not Applicable,Not Applicable,0
2880,2015,42,Non-Travel,Research & Development,1,1,Technical Degree,2,Divorced,78790,2,11,1,11,2,5,0,2,3,3,3,3,Not Applicable,Not Applicable,0
2881,2015,38,Travel_Rarely,Sales,8,2,Marketing,5,Married,49300,9,14,0,14,0,1,0,0,4,3,3,3,Not Applicable,Not Applicable,0
2882,2015,38,Travel_Rarely,Human Resources,25,1,Human Resources,1,Married,78470,3,14,1,9,3,7,1,7,4,4,1,4,Not Applicable,Not Applicable,0
2883,2015,27,Travel_Frequently,Research & Development,13,4,Medical,1,Married,44010,5,13,0,6,4,2,2,0,3,1,3,2,Not Applicable,Not Applicable,0
2884,2015,49,Non-Travel,Research & Development,23,1,Other,2,Divorced,92410,1,19,1,7,5,7,1,7,4,4,3,3,Not Applicable,Not Applicable,0
2885,2015,34,Travel_Frequently,Research & Development,7,2,Medical,4,Divorced,29740,1,23,0,5,2,5,2,0,4,3,4,3,Not Applicable,Not Applicable,0
2886,2015,40,Travel_Rarely,Research & Development,23,3,Medical,1,Married,45020,8,12,2,15,0,7,3,7,3,4,4,2,Not Applicable,Not Applicable,0
2887,2015,38,Travel_Rarely,Sales,6,4,Life Sciences,3,Married,107480,7,15,0,17,3,1,0,0,2,1,3,3,Resignation,Others,1
2888,2015,29,Travel_Rarely,Sales,10,2,Life Sciences,2,Married,15550,1,19,2,10,2,10,1,9,2,4,2,3,Resignation,Others,1
2889,2015,22,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Divorced,129360,1,11,2,4,3,4,2,2,4,2,2,3,Not Applicable,Not Applicable,0
2890,2015,36,Travel_Frequently,Research & Development,1,3,Life Sciences,2,Single,23050,1,17,0,8,3,8,1,7,2,4,3,3,Not Applicable,Not Applicable,0
2891,2015,40,Non-Travel,Research & Development,28,2,Life Sciences,1,Married,167040,9,22,0,5,2,3,0,2,4,4,1,4,Not Applicable,Not Applicable,0
2892,2015,46,Travel_Rarely,Research & Development,25,1,Medical,5,Divorced,34330,7,18,0,17,3,4,0,3,4,1,3,3,Not Applicable,Not Applicable,0
2893,2015,32,Travel_Rarely,Research & Development,5,3,Medical,1,Married,34770,1,11,0,14,2,14,9,8,4,4,2,4,Resignation,Others,1
2894,2015,30,Non-Travel,Research & Development,17,4,Life Sciences,2,Single,64300,1,12,1,12,2,11,5,8,3,3,3,2,Not Applicable,Not Applicable,0
2895,2015,27,Travel_Frequently,Research & Development,18,2,Medical,1,Single,65160,1,19,1,7,4,7,0,7,4,3,3,3,Not Applicable,Not Applicable,0
2896,2015,51,Travel_Rarely,Research & Development,2,1,Medical,1,Married,39070,5,13,0,16,2,10,4,7,2,2,1,3,Not Applicable,Not Applicable,0
2897,2015,30,Travel_Rarely,Research & Development,10,4,Life Sciences,2,Single,55620,5,13,0,8,3,5,0,4,4,1,3,2,Resignation,Others,1
2898,2015,41,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Single,68830,3,19,2,16,3,1,0,0,4,4,3,2,Not Applicable,Not Applicable,0
2899,2015,30,Travel_Frequently,Sales,3,2,Medical,2,Single,28620,5,14,0,9,2,6,0,1,3,1,3,2,Resignation,Salary,1
2900,2015,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Single,49780,0,13,0,7,3,6,1,5,3,3,2,2,Resignation,Others,1
2901,2015,45,Non-Travel,Research & Development,2,3,Medical,2,Single,103680,6,12,2,23,2,19,12,8,4,4,3,3,Not Applicable,Not Applicable,0
2902,2015,54,Travel_Rarely,Sales,8,2,Marketing,2,Married,61340,2,19,0,16,2,6,0,5,4,1,3,2,Not Applicable,Not Applicable,0
2903,2015,36,Travel_Rarely,Research & Development,16,4,Life Sciences,1,Single,67350,8,25,2,16,3,13,3,7,4,2,4,2,Not Applicable,Not Applicable,0
2904,2015,33,Travel_Rarely,Sales,9,1,Other,3,Married,32950,6,22,2,7,2,3,1,1,3,2,3,3,Not Applicable,Not Applicable,0
2905,2015,37,Travel_Frequently,Sales,2,4,Life Sciences,2,Divorced,52380,1,15,1,10,5,10,0,7,2,4,3,3,Not Applicable,Not Applicable,0
2906,2015,38,Travel_Rarely,Research & Development,1,2,Medical,4,Divorced,64720,0,12,0,17,4,16,5,13,1,3,2,3,Not Applicable,Not Applicable,0
2907,2015,31,Non-Travel,Sales,4,1,Medical,3,Married,96100,0,11,1,6,2,5,1,4,3,3,3,2,Not Applicable,Not Applicable,0
2908,2015,59,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Married,198330,3,13,0,7,2,1,0,0,3,4,3,3,Not Applicable,Not Applicable,0
2909,2015,37,Travel_Frequently,Sales,2,3,Marketing,2,Divorced,97560,4,19,0,13,2,9,5,8,1,4,3,3,Not Applicable,Not Applicable,0
2910,2015,29,Travel_Frequently,Sales,15,4,Medical,1,Married,49680,1,19,3,11,4,11,4,1,2,4,3,3,Not Applicable,Not Applicable,0
2911,2015,35,Travel_Frequently,Research & Development,19,3,Life Sciences,1,Single,21450,1,13,0,10,6,10,0,8,3,3,4,2,Not Applicable,Not Applicable,0
2912,2015,29,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Single,21800,1,21,0,4,2,4,0,1,3,4,2,3,Resignation,Salary,1
2913,2015,52,Travel_Rarely,Research & Development,1,2,Medical,4,Single,83460,7,14,0,6,5,2,2,2,3,4,2,3,Not Applicable,Not Applicable,0
2914,2015,42,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Married,34450,1,11,2,22,2,22,11,15,3,4,3,3,Not Applicable,Not Applicable,0
2915,2015,59,Travel_Rarely,Research & Development,4,4,Technical Degree,1,Married,27600,8,11,0,7,3,2,2,2,2,3,2,4,Not Applicable,Not Applicable,0
